#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
SGP,Singapore,71506,Inequality-adjusted life expectancy index,0.929978985,2012
SGP,Singapore,89006,"Maternal mortality ratio (deaths per 100,000 live births)",10.0,2012
SGP,Singapore,97306,Natural resource depletion (% of GNI),0.0,2012
SGP,Singapore,100806,Forest area (% of total land area),23.15864127,2012
SGP,Singapore,101406,"Literacy rate, adult (% ages 15 and older)",96.36979,2012
SGP,Singapore,101806,Inequality in life expectancy (%),2.9,2012
SGP,Singapore,103006,Mean years of schooling (years),11.07081,2012
SGP,Singapore,103206,Life expectancy index,0.957753846,2012
SGP,Singapore,103606,Income index,1.0,2012
SGP,Singapore,103706,Education index,0.807915889,2012
SGP,Singapore,110906,"Unemployment, youth (% ages 15–24)",8.933,2012
SGP,Singapore,111106,International inbound tourists (thousands),11098.0,2012
SGP,Singapore,111306,Private capital flows (% of GDP),14.93093,2012
SGP,Singapore,120606,"Life expectancy at birth, female (years)",84.502,2012
SGP,Singapore,121106,"Life expectancy at birth, male (years)",79.974,2012
SGP,Singapore,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),17.229,2012
SGP,Singapore,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),10.255,2012
SGP,Singapore,123306,"Expected years of schooling, female (years)",16.0,2012
SGP,Singapore,123406,"Expected years of schooling, male (years)",15.8,2012
SGP,Singapore,123506,"Estimated gross national income per capita, female (2017 PPP $)",56009.11397,2012
SGP,Singapore,123606,"Estimated gross national income per capita, male (2017 PPP $)",100914.5904,2012
SGP,Singapore,128306,"Prison population (per 100,000 people)",241.7,2012
SGP,Singapore,132706,Population ages 65 and older (millions),0.431938,2012
SGP,Singapore,132806,Population under age 5 (millions),0.209839,2012
SGP,Singapore,133206,Exports and imports (% of GDP),369.21297,2012
SGP,Singapore,136906,"Human Development Index (HDI), female",0.902848848,2012
SGP,Singapore,137006,"Human Development Index (HDI), male",0.928135304,2012
SGP,Singapore,137506,Human Development Index (HDI),0.918,2012
SGP,Singapore,137906,Gender Development Index (GDI),0.972755636,2012
SGP,Singapore,140606,"Unemployment, total (% of labour force)",3.72,2012
SGP,Singapore,147206,International student mobility (% of total tertiary enrolment),10.5088,2012
SGP,Singapore,147906,Youth not in school or employment (% ages 15-24),3.63,2012
SGP,Singapore,148206,Labour force participation rate (% ages 15 and older),69.808,2012
SGP,Singapore,148306,Employment to population ratio (% ages 15 and older),67.211,2012
SGP,Singapore,149206,Government expenditure on education (% of GDP),3.07086,2012
SGP,Singapore,150606,Employment in agriculture (% of total employment),0.798,2012
SGP,Singapore,150706,Employment in services (% of total employment),78.998,2012
SGP,Singapore,153706,Working poor at PPP$3.20 a day (% of total employment),0.09,2012
SGP,Singapore,164406,Adjusted net savings (% of GNI),38.072893,2012
SGP,Singapore,169706,Total unemployment rate (female to male ratio),1.257499257,2012
SGP,Singapore,169806,Youth unemployment rate (female to male ratio),1.838476892,2012
SGP,Singapore,170006,Concentration index (exports) (value),0.245598155,2012
SGP,Singapore,174306,Fossil fuel energy consumption (% of total energy consumption),96.3290894,2012
SGP,Singapore,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",40.68807775,2012
SGP,Singapore,178306,Gross capital formation (% of GDP),29.262943,2012
SGP,Singapore,179406,Skilled labour force (% of labour force),79.38,2012
SGP,Singapore,179706,Ratio of education and health expenditure to military expenditure,2.04048,2012
SGP,Singapore,181206,Proportion of births attended by skilled health personnel (%),99.7,2012
SGP,Singapore,181706,Rural population with access to electricity (%),100.0,2012
SGP,Singapore,181806,Current health expenditure (% of GDP),3.367588,2012
SGP,Singapore,182206,"Tuberculosis incidence (per 100,000 people)",49.0,2012
SGP,Singapore,182806,Population using safely managed drinking-water services (%),100.0,2012
SGP,Singapore,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",47.59999847,2012
SGP,Singapore,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.11004,2012
SGP,Singapore,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",440.7705696,2012
SGP,Singapore,194906,GDP per capita (2017 PPP $),82969.56172,2012
SGP,Singapore,195206,Population using safely managed sanitation services (%),100.0,2012
SGP,Singapore,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",9.302825825,2012
SGP,Singapore,195706,Gross national income (GNI) per capita (constant 2017 PPP$),79513.20002,2012
SGP,Singapore,195906,"Domestic material consumption per capita, (tonnes)",31.57985,2012
SGP,Singapore,23806,Population with at least some secondary education (% ages 25 and older),76.69959,2011
SGP,Singapore,23906,"Population with at least some secondary education, female (% ages 25 and older)",73.16623,2011
SGP,Singapore,24006,"Population with at least some secondary education, male (% ages 25 and older)",80.52645,2011
SGP,Singapore,24106,"Mean years of schooling, female (years)",10.8305,2011
SGP,Singapore,24206,"Mean years of schooling, male (years)",11.6986,2011
SGP,Singapore,31706,Share of seats in parliament (% held by women),22.22222222,2011
SGP,Singapore,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",5.5506,2011
SGP,Singapore,43006,Vulnerable employment (% of total employment),9.589,2011
SGP,Singapore,43606,"Internet users, total (% of population)",71.0,2011
SGP,Singapore,44206,Total population (millions),5.26364,2011
SGP,Singapore,45106,Urban population (%),100.0,2011
SGP,Singapore,46006,Mobile phone subscriptions (per 100 people),148.078,2011
SGP,Singapore,48706,"Labour force participation rate (% ages 15 and older), female",58.827,2011
SGP,Singapore,48806,"Labour force participation rate (% ages 15 and older), male",78.469,2011
SGP,Singapore,52306,Research and development expenditure (% of GDP),2.07065,2011
SGP,Singapore,53506,"Foreign direct investment, net inflows (% of GDP)",17.596367,2011
SGP,Singapore,57206,"Mortality rate, infant (per 1,000 live births)",2.201654,2011
SGP,Singapore,57506,"Mortality rate, under-five (per 1,000 live births)",2.785638,2011
SGP,Singapore,57806,"Mortality rate, female adult (per 1,000 people)",41.872,2011
SGP,Singapore,57906,"Mortality rate, male adult (per 1,000 people)",72.13,2011
SGP,Singapore,58006,"HIV prevalence, adult (% ages 15-49)",0.3,2011
SGP,Singapore,61006,"Homicide rate (per 100,000 people)",0.303972156,2011
SGP,Singapore,63106,Population ages 15–64 (millions),4.137265,2011
SGP,Singapore,64306,"Infants lacking immunization, measles (% of one-year-olds)",5.0,2011
SGP,Singapore,64406,"Infants lacking immunization, DTP (% of one-year-olds)",3.0,2011
SGP,Singapore,65606,Gross fixed capital formation (% of GDP),25.26491464,2011
SGP,Singapore,68606,Gender Inequality Index (GII),0.092,2011
SGP,Singapore,69206,Life expectancy at birth (years),82.048,2011
SGP,Singapore,69706,Expected years of schooling (years),15.4,2011
SGP,Singapore,71506,Inequality-adjusted life expectancy index,0.926901662,2011
SGP,Singapore,89006,"Maternal mortality ratio (deaths per 100,000 live births)",10.0,2011
SGP,Singapore,97306,Natural resource depletion (% of GNI),0.0,2011
SGP,Singapore,100806,Forest area (% of total land area),23.22443186,2011
SGP,Singapore,101406,"Literacy rate, adult (% ages 15 and older)",96.18608,2011
SGP,Singapore,101806,Inequality in life expectancy (%),2.9,2011
SGP,Singapore,103006,Mean years of schooling (years),11.05215,2011
SGP,Singapore,103206,Life expectancy index,0.954584615,2011
SGP,Singapore,103606,Income index,1.0,2011
SGP,Singapore,103706,Education index,0.796182778,2011
SGP,Singapore,110906,"Unemployment, youth (% ages 15–24)",9.261,2011
SGP,Singapore,111106,International inbound tourists (thousands),10390.0,2011
SGP,Singapore,111306,Private capital flows (% of GDP),-2.595364,2011
SGP,Singapore,120606,"Life expectancy at birth, female (years)",84.335,2011
SGP,Singapore,121106,"Life expectancy at birth, male (years)",79.721,2011
SGP,Singapore,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),17.498,2011
SGP,Singapore,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),9.727,2011
SGP,Singapore,123306,"Expected years of schooling, female (years)",15.5,2011
SGP,Singapore,123406,"Expected years of schooling, male (years)",15.3,2011
SGP,Singapore,123506,"Estimated gross national income per capita, female (2017 PPP $)",55098.64969,2011
SGP,Singapore,123606,"Estimated gross national income per capita, male (2017 PPP $)",100403.0055,2011
SGP,Singapore,128306,"Prison population (per 100,000 people)",250.1,2011
SGP,Singapore,132706,Population ages 65 and older (millions),0.402422,2011
SGP,Singapore,132806,Population under age 5 (millions),0.210786,2011
SGP,Singapore,133206,Exports and imports (% of GDP),379.09863,2011
SGP,Singapore,136906,"Human Development Index (HDI), female",0.895430617,2011
SGP,Singapore,137006,"Human Development Index (HDI), male",0.92056005,2011
SGP,Singapore,137506,Human Development Index (HDI),0.913,2011
SGP,Singapore,137906,Gender Development Index (GDI),0.972702017,2011
SGP,Singapore,140606,"Unemployment, total (% of labour force)",3.89,2011
SGP,Singapore,147206,International student mobility (% of total tertiary enrolment),12.98276,2011
SGP,Singapore,147906,Youth not in school or employment (% ages 15-24),5.98,2011
SGP,Singapore,148206,Labour force participation rate (% ages 15 and older),69.117,2011
SGP,Singapore,148306,Employment to population ratio (% ages 15 and older),66.429,2011
SGP,Singapore,149206,Government expenditure on education (% of GDP),3.03077,2011
SGP,Singapore,150606,Employment in agriculture (% of total employment),0.845,2011
SGP,Singapore,150706,Employment in services (% of total employment),78.586,2011
SGP,Singapore,153706,Working poor at PPP$3.20 a day (% of total employment),0.096,2011
SGP,Singapore,164406,Adjusted net savings (% of GNI),39.452297,2011
SGP,Singapore,169706,Total unemployment rate (female to male ratio),1.206742825,2011
SGP,Singapore,169806,Youth unemployment rate (female to male ratio),1.808560539,2011
SGP,Singapore,170006,Concentration index (exports) (value),0.26011172,2011
SGP,Singapore,174306,Fossil fuel energy consumption (% of total energy consumption),97.70145037,2011
SGP,Singapore,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",40.51358198,2011
SGP,Singapore,175706,Women with account at financial institution or with mobile money-service provider (% of female population ages 15 and older),98.21179199,2011
SGP,Singapore,178306,Gross capital formation (% of GDP),26.691994,2011
SGP,Singapore,179406,Skilled labour force (% of labour force),78.63,2011
SGP,Singapore,179706,Ratio of education and health expenditure to military expenditure,1.923856,2011
SGP,Singapore,181206,Proportion of births attended by skilled health personnel (%),99.7,2011
SGP,Singapore,181706,Rural population with access to electricity (%),100.0,2011
SGP,Singapore,181806,Current health expenditure (% of GDP),3.189135,2011
SGP,Singapore,182206,"Tuberculosis incidence (per 100,000 people)",36.0,2011
SGP,Singapore,182806,Population using safely managed drinking-water services (%),100.0,2011
SGP,Singapore,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",46.29999924,2011
SGP,Singapore,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.11734,2011
SGP,Singapore,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",421.9450322,2011
SGP,Singapore,194906,GDP per capita (2017 PPP $),81398.61663,2011
SGP,Singapore,195206,Population using safely managed sanitation services (%),100.0,2011
SGP,Singapore,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",8.876620648,2011
SGP,Singapore,195706,Gross national income (GNI) per capita (constant 2017 PPP$),78783.044,2011
SGP,Singapore,195906,"Domestic material consumption per capita, (tonnes)",31.37259,2011
SGP,Singapore,23806,Population with at least some secondary education (% ages 25 and older),76.19833,2010
SGP,Singapore,23906,"Population with at least some secondary education, female (% ages 25 and older)",72.72867,2010
SGP,Singapore,24006,"Population with at least some secondary education, male (% ages 25 and older)",79.92309,2010
SGP,Singapore,24106,"Mean years of schooling, female (years)",10.7665,2010
SGP,Singapore,24206,"Mean years of schooling, male (years)",11.6258,2010
SGP,Singapore,31706,Share of seats in parliament (% held by women),23.40425532,2010
SGP,Singapore,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",5.961,2010
SGP,Singapore,43006,Vulnerable employment (% of total employment),9.18,2010
SGP,Singapore,43606,"Internet users, total (% of population)",71.0,2010
SGP,Singapore,44206,Total population (millions),5.13117,2010
SGP,Singapore,45106,Urban population (%),100.0,2010
SGP,Singapore,46006,Mobile phone subscriptions (per 100 people),143.916,2010
SGP,Singapore,47906,Median age (years),37.858,2010
SGP,Singapore,48706,"Labour force participation rate (% ages 15 and older), female",58.079,2010
SGP,Singapore,48806,"Labour force participation rate (% ages 15 and older), male",78.652,2010
SGP,Singapore,49006,Sex ratio at birth (male to female births),1.07,2010
SGP,Singapore,52306,Research and development expenditure (% of GDP),1.93137,2010
SGP,Singapore,53506,"Foreign direct investment, net inflows (% of GDP)",23.069336,2010
SGP,Singapore,57206,"Mortality rate, infant (per 1,000 live births)",2.216993,2010
SGP,Singapore,57506,"Mortality rate, under-five (per 1,000 live births)",2.810795,2010
SGP,Singapore,57806,"Mortality rate, female adult (per 1,000 people)",43.006,2010
SGP,Singapore,57906,"Mortality rate, male adult (per 1,000 people)",74.486,2010
SGP,Singapore,58006,"HIV prevalence, adult (% ages 15-49)",0.3,2010
SGP,Singapore,61006,"Homicide rate (per 100,000 people)",0.370285919,2010
SGP,Singapore,63106,Population ages 15–64 (millions),4.040594,2010
SGP,Singapore,64306,"Infants lacking immunization, measles (% of one-year-olds)",5.0,2010
SGP,Singapore,64406,"Infants lacking immunization, DTP (% of one-year-olds)",2.0,2010
SGP,Singapore,65606,Gross fixed capital formation (% of GDP),25.56972122,2010
SGP,Singapore,68606,Gender Inequality Index (GII),0.094,2010
SGP,Singapore,69206,Life expectancy at birth (years),81.833,2010
SGP,Singapore,69706,Expected years of schooling (years),15.2,2010
SGP,Singapore,71506,Inequality-adjusted life expectancy index,0.9151284,2010
SGP,Singapore,89006,"Maternal mortality ratio (deaths per 100,000 live births)",10.0,2010
SGP,Singapore,97306,Natural resource depletion (% of GNI),0.0,2010
SGP,Singapore,100806,Forest area (% of total land area),23.29059985,2010
SGP,Singapore,101406,"Literacy rate, adult (% ages 15 and older)",95.85733,2010
SGP,Singapore,101806,Inequality in life expectancy (%),3.8,2010
SGP,Singapore,103006,Mean years of schooling (years),10.98244,2010
SGP,Singapore,103206,Life expectancy index,0.951276923,2010
SGP,Singapore,103606,Income index,1.0,2010
SGP,Singapore,103706,Education index,0.788303556,2010
SGP,Singapore,110806,"Net migration rate (per 1,000 people)",30.706,2010
SGP,Singapore,110906,"Unemployment, youth (% ages 15–24)",9.838,2010
SGP,Singapore,111106,International inbound tourists (thousands),9161.0,2010
SGP,Singapore,111306,Private capital flows (% of GDP),4.404033,2010
SGP,Singapore,112506,"Suicide rate, male (per 100,000 people, age-standardized)",11.1,2010
SGP,Singapore,112606,"Suicide rate, female (per 100,000 people, age-standardized)",6.0,2010
SGP,Singapore,120606,"Life expectancy at birth, female (years)",84.161,2010
SGP,Singapore,121106,"Life expectancy at birth, male (years)",79.456,2010
SGP,Singapore,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),17.771,2010
SGP,Singapore,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),9.22,2010
SGP,Singapore,123306,"Expected years of schooling, female (years)",15.3,2010
SGP,Singapore,123406,"Expected years of schooling, male (years)",15.1,2010
SGP,Singapore,123506,"Estimated gross national income per capita, female (2017 PPP $)",53566.2149,2010
SGP,Singapore,123606,"Estimated gross national income per capita, male (2017 PPP $)",99482.87862,2010
SGP,Singapore,128306,"Prison population (per 100,000 people)",265.1,2010
SGP,Singapore,132706,Population ages 65 and older (millions),0.372529,2010
SGP,Singapore,132806,Population under age 5 (millions),0.212563,2010
SGP,Singapore,133206,Exports and imports (% of GDP),369.68556,2010
SGP,Singapore,136906,"Human Development Index (HDI), female",0.890353709,2010
SGP,Singapore,137006,"Human Development Index (HDI), male",0.916240182,2010
SGP,Singapore,137506,Human Development Index (HDI),0.909,2010
SGP,Singapore,137906,Gender Development Index (GDI),0.971747067,2010
SGP,Singapore,140606,"Unemployment, total (% of labour force)",4.12,2010
SGP,Singapore,147206,International student mobility (% of total tertiary enrolment),11.4825,2010
SGP,Singapore,147906,Youth not in school or employment (% ages 15-24),7.57,2010
SGP,Singapore,148206,Labour force participation rate (% ages 15 and older),68.83,2010
SGP,Singapore,148306,Employment to population ratio (% ages 15 and older),65.994,2010
SGP,Singapore,149206,Government expenditure on education (% of GDP),3.08044,2010
SGP,Singapore,150606,Employment in agriculture (% of total employment),0.912,2010
SGP,Singapore,150706,Employment in services (% of total employment),77.519,2010
SGP,Singapore,153706,Working poor at PPP$3.20 a day (% of total employment),0.104,2010
SGP,Singapore,164406,Adjusted net savings (% of GNI),39.953604,2010
SGP,Singapore,169706,Total unemployment rate (female to male ratio),1.128126595,2010
SGP,Singapore,169806,Youth unemployment rate (female to male ratio),1.628236825,2010
SGP,Singapore,170006,Concentration index (exports) (value),0.26033985,2010
SGP,Singapore,174306,Fossil fuel energy consumption (% of total energy consumption),97.68803286,2010
SGP,Singapore,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",40.34753845,2010
SGP,Singapore,178306,Gross capital formation (% of GDP),27.658228,2010
SGP,Singapore,179406,Skilled labour force (% of labour force),77.85,2010
SGP,Singapore,179706,Ratio of education and health expenditure to military expenditure,1.845266,2010
SGP,Singapore,181206,Proportion of births attended by skilled health personnel (%),99.7,2010
SGP,Singapore,181706,Rural population with access to electricity (%),100.0,2010
SGP,Singapore,181806,Current health expenditure (% of GDP),3.248544,2010
SGP,Singapore,182206,"Tuberculosis incidence (per 100,000 people)",35.0,2010
SGP,Singapore,182806,Population using safely managed drinking-water services (%),100.0,2010
SGP,Singapore,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",46.09999847,2010
SGP,Singapore,185106,"Age-standardized mortality rate attributed to noncommunicable diseases, female",232.0,2010
SGP,Singapore,185206,"Age-standardized mortality rate attributed to noncommunicable diseases, male",361.7,2010
SGP,Singapore,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.11824,2010
SGP,Singapore,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",396.7965777,2010
SGP,Singapore,194906,GDP per capita (2017 PPP $),78159.84333,2010
SGP,Singapore,195206,Population using safely managed sanitation services (%),100.0,2010
SGP,Singapore,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",11.35652829,2010
SGP,Singapore,195706,Gross national income (GNI) per capita (constant 2017 PPP$),77504.91693,2010
SGP,Singapore,195906,"Domestic material consumption per capita, (tonnes)",29.74864,2010
SGP,Singapore,43006,Vulnerable employment (% of total employment),9.837,2009
SGP,Singapore,45806,Primary school teachers trained to teach (%),98.55915,2009
SGP,Singapore,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",18.21792,2009
SGP,Singapore,52306,Research and development expenditure (% of GDP),2.12924,2009
SGP,Singapore,69206,Life expectancy at birth (years),81.595,2009
SGP,Singapore,69706,Expected years of schooling (years),14.5,2009
SGP,Singapore,103006,Mean years of schooling (years),10.54429,2009
SGP,Singapore,103206,Life expectancy index,0.947615385,2009
SGP,Singapore,103606,Income index,0.980709563,2009
SGP,Singapore,103706,Education index,0.754254111,2009
SGP,Singapore,137506,Human Development Index (HDI),0.888,2009
SGP,Singapore,164406,Adjusted net savings (% of GNI),32.541164,2009
SGP,Singapore,178306,Gross capital formation (% of GDP),27.370115,2009
SGP,Singapore,179406,Skilled labour force (% of labour force),75.96,2009
SGP,Singapore,182806,Population using safely managed drinking-water services (%),100.0,2009
SGP,Singapore,195206,Population using safely managed sanitation services (%),100.0,2009
SGP,Singapore,195706,Gross national income (GNI) per capita (constant 2017 PPP$),66008.53212,2009
SGP,Singapore,43006,Vulnerable employment (% of total employment),9.983,2008
SGP,Singapore,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",20.18209,2008
SGP,Singapore,52306,Research and development expenditure (% of GDP),2.59674,2008
SGP,Singapore,69206,Life expectancy at birth (years),81.325,2008
SGP,Singapore,69706,Expected years of schooling (years),14.4,2008
SGP,Singapore,103006,Mean years of schooling (years),10.53277,2008
SGP,Singapore,103206,Life expectancy index,0.943461538,2008
SGP,Singapore,103606,Income index,0.987537975,2008
SGP,Singapore,103706,Education index,0.751092333,2008
SGP,Singapore,137506,Human Development Index (HDI),0.888,2008
SGP,Singapore,164406,Adjusted net savings (% of GNI),33.191091,2008
SGP,Singapore,178306,Gross capital formation (% of GDP),30.159676,2008
SGP,Singapore,182806,Population using safely managed drinking-water services (%),100.0,2008
SGP,Singapore,195206,Population using safely managed sanitation services (%),100.0,2008
SGP,Singapore,195706,Gross national income (GNI) per capita (constant 2017 PPP$),69060.89117,2008
SGP,Singapore,43006,Vulnerable employment (% of total employment),10.276,2007
SGP,Singapore,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",21.14176,2007
SGP,Singapore,52306,Research and development expenditure (% of GDP),2.31988,2007
SGP,Singapore,69206,Life expectancy at birth (years),81.015,2007
SGP,Singapore,69706,Expected years of schooling (years),14.2,2007
SGP,Singapore,103006,Mean years of schooling (years),10.25053,2007
SGP,Singapore,103206,Life expectancy index,0.938692308,2007
SGP,Singapore,103606,Income index,0.994165014,2007
SGP,Singapore,103706,Education index,0.736128778,2007
SGP,Singapore,137506,Human Development Index (HDI),0.882,2007
SGP,Singapore,164406,Adjusted net savings (% of GNI),40.007652,2007
SGP,Singapore,178306,Gross capital formation (% of GDP),23.065953,2007
SGP,Singapore,182806,Population using safely managed drinking-water services (%),100.0,2007
SGP,Singapore,195206,Population using safely managed sanitation services (%),100.0,2007
SGP,Singapore,195706,Gross national income (GNI) per capita (constant 2017 PPP$),72158.13834,2007
SGP,Singapore,43006,Vulnerable employment (% of total employment),10.012,2006
SGP,Singapore,52306,Research and development expenditure (% of GDP),2.11661,2006
SGP,Singapore,69206,Life expectancy at birth (years),80.667,2006
SGP,Singapore,69706,Expected years of schooling (years),14.1,2006
SGP,Singapore,103006,Mean years of schooling (years),10.47687,2006
SGP,Singapore,103206,Life expectancy index,0.933338462,2006
SGP,Singapore,103606,Income index,0.987295379,2006
SGP,Singapore,103706,Education index,0.740895667,2006
SGP,Singapore,137506,Human Development Index (HDI),0.881,2006
SGP,Singapore,164406,Adjusted net savings (% of GNI),37.171966,2006
SGP,Singapore,178306,Gross capital formation (% of GDP),22.379263,2006
SGP,Singapore,182806,Population using safely managed drinking-water services (%),100.0,2006
SGP,Singapore,195206,Population using safely managed sanitation services (%),100.0,2006
SGP,Singapore,195706,Gross national income (GNI) per capita (constant 2017 PPP$),68950.06804,2006
SGP,Singapore,23806,Population with at least some secondary education (% ages 25 and older),70.7688,2005
SGP,Singapore,23906,"Population with at least some secondary education, female (% ages 25 and older)",66.62656,2005
SGP,Singapore,24006,"Population with at least some secondary education, male (% ages 25 and older)",75.18283,2005
SGP,Singapore,24106,"Mean years of schooling, female (years)",9.9129,2005
SGP,Singapore,24206,"Mean years of schooling, male (years)",11.0497,2005
SGP,Singapore,31706,Share of seats in parliament (% held by women),15.95744681,2005
SGP,Singapore,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",7.541,2005
SGP,Singapore,43006,Vulnerable employment (% of total employment),10.079,2005
SGP,Singapore,43606,"Internet users, total (% of population)",61.0,2005
SGP,Singapore,44206,Total population (millions),4.265693,2005
SGP,Singapore,45106,Urban population (%),100.0,2005
SGP,Singapore,46006,Mobile phone subscriptions (per 100 people),102.788,2005
SGP,Singapore,47906,Median age (years),36.433,2005
SGP,Singapore,48706,"Labour force participation rate (% ages 15 and older), female",53.34,2005
SGP,Singapore,48806,"Labour force participation rate (% ages 15 and older), male",77.771,2005
SGP,Singapore,49006,Sex ratio at birth (male to female births),1.07,2005
SGP,Singapore,52306,Research and development expenditure (% of GDP),2.14812,2005
SGP,Singapore,53506,"Foreign direct investment, net inflows (% of GDP)",15.113386,2005
SGP,Singapore,57206,"Mortality rate, infant (per 1,000 live births)",2.315962,2005
SGP,Singapore,57506,"Mortality rate, under-five (per 1,000 live births)",2.959218,2005
SGP,Singapore,57806,"Mortality rate, female adult (per 1,000 people)",48.693,2005
SGP,Singapore,57906,"Mortality rate, male adult (per 1,000 people)",86.49,2005
SGP,Singapore,58006,"HIV prevalence, adult (% ages 15-49)",0.2,2005
SGP,Singapore,61006,"Homicide rate (per 100,000 people)",0.492299844,2005
SGP,Singapore,63106,Population ages 15–64 (millions),3.224789,2005
SGP,Singapore,64306,"Infants lacking immunization, measles (% of one-year-olds)",4.0,2005
SGP,Singapore,64406,"Infants lacking immunization, DTP (% of one-year-olds)",4.0,2005
SGP,Singapore,65606,Gross fixed capital formation (% of GDP),23.18799566,2005
SGP,Singapore,68606,Gender Inequality Index (GII),0.155,2005
SGP,Singapore,69206,Life expectancy at birth (years),80.275,2005
SGP,Singapore,69706,Expected years of schooling (years),13.9,2005
SGP,Singapore,89006,"Maternal mortality ratio (deaths per 100,000 live births)",13.0,2005
SGP,Singapore,97306,Natural resource depletion (% of GNI),0.0,2005
SGP,Singapore,100806,Forest area (% of total land area),23.73004357,2005
SGP,Singapore,103006,Mean years of schooling (years),10.5963,2005
SGP,Singapore,103206,Life expectancy index,0.927307692,2005
SGP,Singapore,103606,Income index,0.973996637,2005
SGP,Singapore,103706,Education index,0.739321111,2005
SGP,Singapore,110806,"Net migration rate (per 1,000 people)",4.474,2005
SGP,Singapore,110906,"Unemployment, youth (% ages 15–24)",10.646,2005
SGP,Singapore,111106,International inbound tourists (thousands),7079.0,2005
SGP,Singapore,111306,Private capital flows (% of GDP),-4.566885,2005
SGP,Singapore,120606,"Life expectancy at birth, female (years)",82.809,2005
SGP,Singapore,121106,"Life expectancy at birth, male (years)",77.758,2005
SGP,Singapore,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),22.788,2005
SGP,Singapore,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),9.49,2005
SGP,Singapore,123306,"Expected years of schooling, female (years)",13.8,2005
SGP,Singapore,123406,"Expected years of schooling, male (years)",13.9,2005
SGP,Singapore,123506,"Estimated gross national income per capita, female (2017 PPP $)",41943.23539,2005
SGP,Singapore,123606,"Estimated gross national income per capita, male (2017 PPP $)",83879.01278,2005
SGP,Singapore,128306,"Prison population (per 100,000 people)",338.8,2005
SGP,Singapore,132706,Population ages 65 and older (millions),0.306024,2005
SGP,Singapore,132806,Population under age 5 (millions),0.21088,2005
SGP,Singapore,133206,Exports and imports (% of GDP),420.43051,2005
SGP,Singapore,136906,"Human Development Index (HDI), female",0.845355543,2005
SGP,Singapore,137006,"Human Development Index (HDI), male",0.88764836,2005
SGP,Singapore,137506,Human Development Index (HDI),0.874,2005
SGP,Singapore,137906,Gender Development Index (GDI),0.952354086,2005
SGP,Singapore,140606,"Unemployment, total (% of labour force)",5.59,2005
SGP,Singapore,147906,Youth not in school or employment (% ages 15-24),7.166,2005
SGP,Singapore,148206,Labour force participation rate (% ages 15 and older),65.637,2005
SGP,Singapore,148306,Employment to population ratio (% ages 15 and older),61.968,2005
SGP,Singapore,149206,Government expenditure on education (% of GDP),3.19596,2005
SGP,Singapore,150606,Employment in agriculture (% of total employment),1.068,2005
SGP,Singapore,150706,Employment in services (% of total employment),76.403,2005
SGP,Singapore,153706,Working poor at PPP$3.20 a day (% of total employment),0.199,2005
SGP,Singapore,164406,Adjusted net savings (% of GNI),32.682712,2005
SGP,Singapore,169706,Total unemployment rate (female to male ratio),1.154313949,2005
SGP,Singapore,169806,Youth unemployment rate (female to male ratio),2.011189391,2005
SGP,Singapore,174306,Fossil fuel energy consumption (% of total energy consumption),98.17112737,2005
SGP,Singapore,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",40.36791762,2005
SGP,Singapore,178306,Gross capital formation (% of GDP),21.506936,2005
SGP,Singapore,179706,Ratio of education and health expenditure to military expenditure,1.45493,2005
SGP,Singapore,181206,Proportion of births attended by skilled health personnel (%),99.7,2005
SGP,Singapore,181706,Rural population with access to electricity (%),100.0,2005
SGP,Singapore,181806,Current health expenditure (% of GDP),3.042963,2005
